"","Pop_1","Pop_2","Pop_3"
"loc1553",NA,-0.2,-0.3696
"loc1554",0.7742,0.4783,-0.6364
"loc1555",-0.0769,NA,0
"loc1556",NA,-0.2,NA
"loc1557",NA,-0.2,NA
"loc1558",0,NA,-0.2857
"loc1559",0,0,NA
"loc1560",0.3913,-0.2,0.1
"loc1561",-0.0769,-0.2,0.25
"loc1562",0.3913,0.3684,0.0426
"loc1563",0,NA,0.64
"loc1564",0,0,NA
"loc1565",-0.0769,NA,NA
"loc1566",0,0,-0.0588
"loc1567",NA,0.625,NA
"loc1568",-0.1667,-0.0909,-0.0465
"loc1569",-0.0769,0.3684,-0.125
"loc1570",0,NA,0
"loc1571",-0.0769,NA,NA
"loc1572",NA,-0.0909,NA
"loc1573",-0.2727,-0.5,-0.125
"loc1574",0,0.1429,0.64
"loc1575",0,0,0
"loc1576",0,-0.0909,0.64
"loc1577",0.3913,-0.2,0.25
"loc1578",NA,0,0
"loc1579",-0.0769,NA,0
"loc1580",0.3913,0.4783,0.1
"loc1581",-0.1667,0,-0.2
"loc1582",0,-0.2,0.4194
"loc1583",0,1,-0.125
"loc1584",-0.1667,0.1429,0.1
"loc1585",-0.1667,-0.3636,0.4375
"loc1586",0.6316,0.1429,0.1
"loc1587",-0.2727,0.3684,0.4194
"loc1588",0.3913,0.4783,-0.3846
"loc1589",0,NA,0.64
"loc1590",-0.1667,NA,-0.2
"loc1591",0,-0.0909,0
"loc1592",NA,0,-0.0588
"loc1593",NA,NA,-0.0588
"loc1594",NA,NA,-0.0588
"loc1595",0,0,-0.0588
"loc1596",0,-0.0909,-0.0588
"loc1597",0,-0.2,-0.0588
"loc1598",0,0.3684,0
"loc1599",NA,0,-0.0588
"loc1600",0,0.7273,-0.0588
"loc1601",-0.0769,-0.0909,-0.0588
"loc1602",0,0.1429,-0.2857
"loc1603",0,-0.0909,-0.125
"loc1604",0,-0.3333,-0.125
"loc1605",0,NA,-0.0588
"loc1606",0,NA,-0.0588
"loc1607",0.1923,NA,NA
"loc1608",0,-0.3333,-0.125
"loc1609",0,-0.0909,0.7568
"loc1610",NA,-0.0909,NA
"loc1611",NA,-0.0909,0.25
"loc1612",-0.1667,-0.0909,-0.0588
"loc1613",NA,-0.0909,NA
"loc1614",NA,NA,-0.125
"loc1615",0,-0.0909,-0.2857
"loc1616",-0.0769,NA,0.64
"loc1617",-0.2727,-0.0909,0.1
"loc1618",-0.5556,NA,0.4194
"loc1619",0,-0.5,-0.2
"loc1620",0,0.1429,-0.2
"loc1621",-0.2069,-0.0909,0.25
"loc1622",-0.2069,-0.0909,0.1
"loc1623",-0.4,0.2174,-0.125
"loc1624",NA,0,-0.0588
"loc1625",-0.0769,0.3684,-0.2
"loc1626",NA,0.7273,0.0426
"loc1627",-0.4483,NA,0
"loc1628",-0.0769,1,-0.3846
"loc1629",-0.5556,NA,NA
"loc1630",-0.2727,NA,-0.2
"loc1631",-0.5556,-0.0909,-0.1489
"loc1632",-0.2727,NA,-0.2857
"loc1633",-0.2727,NA,0.1
"loc1634",NA,-0.0909,-0.5
"loc1635",NA,0,0
"loc1636",NA,NA,-0.2
"loc1637",NA,-0.2,-0.0588
"loc1638",NA,-0.2,NA
"loc1639",NA,-0.2,-0.0588
"loc1640",1,0.1429,0.0426
"loc1641",0,-0.3636,0.64
"loc1642",0,-0.3636,0.64
"loc1643",0,-0.3636,0.64
"loc1644",0,-0.3636,0.64
"loc1645",0,-0.3636,0.64
"loc1646",0,-0.3636,0.64
"loc1647",0,-0.3636,0.64
"loc1648",0,NA,0
"loc1649",0,-0.3636,0.64
"loc1650",0,-0.3636,0.64
"loc1651",0,0,0
"loc1652",-0.0769,-0.0909,0.2174
"loc1653",-0.4,-0.3333,0.1
"loc1654",0,NA,0
"loc1655",NA,1,NA
"loc1656",-0.0769,0,-0.125
"loc1657",-0.5556,0.1429,0
"loc1658",-0.1667,0.3684,NA
"loc1659",0,-0.0909,0.64
"loc1660",0,-0.0909,0.64
"loc1661",0,NA,-0.0588
"loc1662",0,-0.0909,0.64
"loc1663",0,-0.0909,0.64
"loc1664",0,NA,0.64
"loc1665",0.7407,-0.0909,0.561
"loc1666",0,0,0.64
"loc1667",0,0,0.64
"loc1668",-0.2069,0.3684,-0.2
"loc1669",NA,0,-0.0588
"loc1670",-0.0769,NA,-0.0588
"loc1671",0,NA,-0.0588
"loc1672",NA,-0.0909,-0.125
"loc1673",-0.5556,-0.0909,-0.0465
"loc1674",-0.0769,0,0
"loc1675",0.6316,-0.0909,-0.0588
"loc1676",0,NA,-0.0588
"loc1677",-0.2727,-0.5,0.2174
"loc1678",0,NA,0
"loc1679",-0.0769,0,0.561
"loc1680",NA,-0.0909,NA
"loc1681",NA,-0.5,-0.3696
"loc1682",-0.1667,0,0.25
"loc1683",0.3,-0.5,-0.5652
"loc1684",0.5172,-0.3333,-0.3696
"loc1685",-0.2727,NA,NA
"loc1686",-0.2069,0.625,0.64
"loc1687",NA,-0.3333,-0.2
"loc1688",NA,NA,-0.3846
"loc1689",-0.0769,-0.2,0.4194
"loc1690",-0.0769,-0.2,0.4194
"loc1691",NA,0,-0.0588
"loc1692",-0.2727,-0.0909,NA
"loc1693",0.5172,-0.3333,0.1
"loc1694",0.5172,0.7273,-0.5652
"loc1695",-0.0769,0,-0.0588
"loc1696",-0.0769,0,-0.125
"loc1697",-0.0769,0,-0.125
"loc1698",0,NA,0
"loc1699",-0.2069,0,-0.3696
"loc1700",-0.0769,NA,0
"loc1701",0,1,0
"loc1702",NA,-0.0909,NA
"loc1703",0,-0.0909,0
"loc1704",0,-0.0909,0
"loc1705",0,-0.0909,0
"loc1706",0,NA,-0.0588
"loc1707",-0.0769,1,1
"loc1708",-0.0769,NA,0
"loc1709",-0.0769,0,0
"loc1710",-0.2069,-0.3333,0.25
"loc1711",-0.0769,0,0
"loc1712",-0.2069,-0.0909,0.25
"loc1713",0,NA,0
"loc1714",NA,0,-0.0588
"loc1715",0,NA,0
"loc1716",-0.2727,-0.2,-0.0588
"loc1717",-0.4483,0.3684,0.4375
"loc1718",NA,-0.0909,1
"loc1719",-0.1667,NA,NA
"loc1720",NA,0.3684,-0.125
"loc1721",-0.2727,0,-0.125
"loc1722",-0.2727,0,-0.125
"loc1723",-0.2727,0.7273,0.4194
"loc1724",-0.2069,0,NA
"loc1725",-0.1667,0.1429,NA
"loc1726",-0.2727,0.3684,-0.125
"loc1727",-0.1667,-0.0909,-0.1489
"loc1728",NA,-0.0909,NA
"loc1729",NA,-0.2,0
"loc1730",0,NA,-0.0588
"loc1731",NA,NA,-0.0588
"loc1732",0,NA,-0.0588
"loc1733",NA,NA,-0.0588
"loc1734",NA,NA,-0.0588
"loc1735",NA,NA,-0.0588
"loc1736",NA,NA,-0.0588
"loc1737",NA,NA,-0.125
"loc1738",NA,NA,-0.0588
"loc1739",0,-0.0909,-0.2
"loc1740",-0.75,-0.0909,0.25
"loc1741",NA,-0.0909,-0.2
"loc1742",NA,1,0.561
"loc1743",-0.4483,0.2174,0.1
"loc1744",-0.0769,NA,0
"loc1745",NA,-0.0909,NA
"loc1746",-0.0769,NA,NA
"loc1747",NA,NA,1
"loc1748",NA,0,0
"loc1749",-0.0769,NA,-0.0588
"loc1750",-0.0769,1,1
"loc1751",NA,NA,1
"loc1752",-0.1667,-0.0909,0.0426
"loc1753",-0.0769,0,-0.0588
"loc1754",NA,0,0
"loc1755",NA,NA,-0.0588
"loc1756",NA,-0.3333,-0.2
"loc1757",NA,-0.0909,-0.2
"loc1758",0.3913,0,-0.2
"loc1759",NA,0.1429,-0.2
"loc1760",0.5172,-0.3333,0.1
"loc1761",0.1923,0,0.4194
"loc1762",0,-0.0909,-0.0588
"loc1763",0,-0.0909,-0.0588
"loc1764",-0.0769,0,-0.0588
"loc1765",NA,NA,-0.0588
"loc1766",-0.0769,0,NA
"loc1767",-0.1667,-0.2,-0.0588
"loc1768",NA,-0.0909,-0.2
"loc1769",-0.2727,-0.3333,-0.3696
"loc1770",-0.1667,-0.3333,0
"loc1771",0,NA,0
"loc1772",0,-0.3636,-0.2
"loc1773",0.1923,-0.3636,-0.5
"loc1774",0,0,0
"loc1775",0,0,0
"loc1776",-0.0769,-0.0909,-0.2
"loc1777",NA,0,-0.125
"loc1778",NA,0,0
"loc1779",1,-0.7143,0.0426
"loc1780",-0.0769,NA,-0.0588
"loc1781",1,-0.7143,-0.0465
"loc1782",NA,-0.0909,NA
"loc1783",1,-0.7143,0.0426
"loc1784",0.7742,-0.2,-0.125
"loc1785",NA,1,-0.125
"loc1786",NA,NA,-0.125
"loc1787",NA,NA,-0.125
"loc1788",-0.0769,NA,-0.2
"loc1789",-0.0769,0,1
"loc1790",0,-0.2,0.0426
"loc1791",-0.2069,-0.3333,0.25
"loc1792",-0.0769,0,0.561
"loc1793",NA,NA,-0.0588
"loc1794",NA,NA,-0.125
"loc1795",0,0,NA
"loc1796",NA,NA,-0.0588
"loc1797",0,0,NA
"loc1798",-0.0769,-0.3333,0.25
"loc1799",0,0,NA
"loc1800",0,-0.0909,-0.2
"loc1801",0.0667,-0.5,0.2174
"loc1802",0.5172,-0.3333,-0.0465
"loc1803",0.0667,-0.5,0.2174
"loc1804",0,0,NA
"loc1805",0,NA,-0.0588
"loc1806",-0.1667,0,-0.125
"loc1807",0,0,NA
"loc1808",0,-0.2,0.1
"loc1809",0.0667,-0.3333,-0.125
"loc1810",-0.2069,0.1429,-0.125
"loc1811",-0.1667,-0.0909,-0.125
"loc1812",0,0,NA
"loc1813",1,-0.3333,-0.125
"loc1814",0,0,NA
"loc1815",1,-0.3333,-0.125
"loc1816",0.3913,NA,NA
"loc1817",1,-0.3333,-0.125
"loc1818",-0.0769,0,-0.0588
"loc1819",0,-0.3333,-0.125
"loc1820",0,-0.3333,-0.125
"loc1821",NA,NA,-0.0588
"loc1822",NA,NA,-0.0588
"loc1823",NA,NA,-0.0588
"loc1824",0,0,0
"loc1825",NA,NA,-0.0588
"loc1826",NA,NA,-0.0588
"loc1827",0.5172,-0.0909,0.2174
"loc1828",-0.2069,0.2174,0.4375
"loc1829",-0.2069,0.2174,0.4375
"loc1830",-0.2069,0.75,0.4375
"loc1831",NA,0,-0.0588
"loc1832",-0.1667,-0.2,-0.2857
"loc1833",-0.1667,-0.2,-0.2857
"loc1834",NA,-0.2,0
"loc1835",NA,-0.2,0
"loc1836",NA,0,0
"loc1837",NA,0,0
"loc1838",0.3913,0,-0.0588
"loc1839",0,NA,-0.125
"loc1840",NA,0,0
"loc1841",0.5172,1,-0.5
"loc1842",NA,1,0
"loc1843",NA,1,NA
"loc1844",0,1,0.64
"loc1845",0,0.7273,0.2174
"loc1846",-0.0769,0,0
"loc1847",0,0,-0.0588
"loc1848",NA,NA,-0.0588
"loc1849",0,0,-0.0588
"loc1850",-0.4,0,-0.5
"loc1851",0,NA,-0.0588
"loc1852",NA,0,0
"loc1853",0,0,0
"loc1854",-0.1667,0,-0.0588
"loc1855",-0.0769,0,0
"loc1856",NA,0,0
"loc1857",-0.0769,NA,NA
"loc1858",-0.0769,NA,NA
"loc1859",0,NA,0.25
"loc1860",-0.0769,-0.2,0.3864
"loc1861",-0.4,-0.3333,-0.125
"loc1862",NA,NA,1
"loc1863",-1,-0.0909,0.0426
"loc1864",NA,-0.2,0
"loc1865",NA,NA,-0.0588
"loc1866",0,-0.2,NA
"loc1867",-0.2727,0.1429,-0.0588
"loc1868",-0.0769,0,-0.125
"loc1869",NA,NA,-0.125
"loc1870",NA,0,-0.0465
"loc1871",-0.0769,0.3684,0.2174
"loc1872",0,0.1429,0.1
"loc1873",-0.0769,0,0.4194
"loc1874",-0.2727,0.7273,-0.0588
"loc1875",0,0,NA
"loc1876",0,1,0
"loc1877",-0.0769,-0.0909,-0.0465
"loc1878",-0.2727,NA,-0.125
"loc1879",NA,NA,-0.0588
"loc1880",-0.0769,-0.2,-0.0465
"loc1881",-0.1667,-0.0909,-0.2
"loc1882",-0.0769,-0.0909,0
"loc1883",NA,-0.2,-0.2
"loc1884",NA,-0.5,-0.2
"loc1885",NA,-0.2,NA
"loc1886",0,0,NA
"loc1887",NA,0.625,-0.0588
"loc1888",-0.0769,-0.0909,-0.0588
"loc1889",0,0.625,NA
"loc1890",0,0.625,NA
"loc1891",0,0.625,NA
"loc1892",0,0.625,NA
"loc1893",NA,-0.0909,0
"loc1894",-0.4,0,-0.125
"loc1895",NA,0.625,-0.125
"loc1896",NA,0.625,-0.125
"loc1897",NA,0.625,-0.125
"loc1898",0,NA,0
"loc1899",-0.0769,0.625,0.64
"loc1900",0,0,NA
"loc1901",NA,0.625,NA
"loc1902",0.5484,-0.2,0.617
"loc1903",-0.1667,-0.2,0.3864
"loc1904",NA,NA,-0.0588
"loc1905",-0.0769,NA,-0.0588
"loc1906",-0.75,0.7273,0.561
"loc1907",-0.1667,-0.2,-0.0588
"loc1908",0,-0.3636,0.1
"loc1909",-0.0769,-0.7143,-0.0465
"loc1910",-0.2069,0.1429,-0.2857
"loc1911",-0.1667,NA,0
"loc1912",NA,NA,0.64
"loc1913",NA,1,0.7568
"loc1914",NA,-0.0909,-0.0588
"loc1915",0,-0.0909,0.25
"loc1916",-0.0769,0,NA
"loc1917",NA,0.625,1
"loc1918",-0.4,-0.0909,-0.3696
"loc1919",0.6316,0,0
"loc1920",0.6316,-0.0909,1
"loc1921",-0.0769,1,0
"loc1922",0,0,NA
"loc1923",1,NA,-0.125
"loc1924",1,-0.0909,NA
"loc1925",0.1923,-0.7143,-0.3696
"loc1926",0,-0.2,0.25
"loc1927",1,-0.0909,0.25
"loc1928",0,NA,0
"loc1929",0.6316,NA,0
"loc1930",NA,-0.0909,0.25
"loc1931",0,-0.2,0
"loc1932",0,-0.3333,-0.0588
"loc1933",NA,0.625,-0.0588
"loc1934",NA,0.625,-0.0588
"loc1935",NA,0.625,-0.0588
"loc1936",NA,0.625,-0.0588
"loc1937",NA,0.625,0
"loc1938",NA,0.3684,0
"loc1939",-0.0769,0,NA
"loc1940",NA,-0.0909,-0.0588
"loc1941",0.1923,0.7273,0.25
"loc1942",NA,0.625,NA
"loc1943",-0.0769,-0.0909,NA
"loc1944",0,0,0.64
"loc1945",0,0,0
"loc1946",NA,-0.0909,0.64
"loc1947",-0.2727,0,0.4194
"loc1948",0,0,NA
"loc1949",NA,0,0
"loc1950",NA,-0.0909,0
"loc1951",0,-0.0909,0
"loc1952",0,-0.0909,0
"loc1953",0,-0.0909,0
"loc1954",0,-0.0909,0
"loc1955",0,-0.0909,0
"loc1956",0,-0.0909,0
"loc1957",0,-0.0909,0
"loc1958",0,-0.0909,0
"loc1959",NA,0.3684,0
"loc1960",0,0,-0.0465
"loc1961",0.5172,-0.0909,NA
"loc1962",-0.0769,NA,NA
"loc1963",0,0,NA
"loc1964",-0.1667,-0.3636,-0.2
"loc1965",NA,0,0
"loc1966",0,0,-0.125
"loc1967",0.3913,0,0
"loc1968",0,-0.0909,-0.125
"loc1969",NA,-0.3333,-0.2
"loc1970",-0.2069,-0.0909,-0.2
"loc1971",0,-0.0909,-0.2
"loc1972",NA,0,0
"loc1973",NA,-0.0909,NA
"loc1974",NA,0,0
"loc1975",NA,0,-0.125
"loc1976",-0.4483,0,-0.0588
"loc1977",NA,-0.2,0.25
"loc1978",0,0,NA
"loc1979",-0.0769,-0.0909,-0.2
"loc1980",0,NA,0
"loc1981",-0.0769,0.3684,NA
"loc1982",NA,-0.0909,1
"loc1983",0,0.625,0.64
"loc1984",-0.1667,NA,NA
"loc1985",1,0.7273,0.3864
"loc1986",1,0.7273,0.7568
"loc1987",1,0.7273,0.7568
"loc1988",1,0.7273,0.7568
"loc1989",0,NA,0
"loc1990",0,NA,0
"loc1991",-0.1667,0.625,0
"loc1992",0,NA,-0.0588
"loc1993",NA,0,0.8
"loc1994",-0.0769,0.7273,1
"loc1995",0.3913,0.3684,-0.0588
"loc1996",NA,NA,-0.0588
"loc1997",NA,NA,1
"loc1998",NA,0,0
"loc1999",-0.0769,0,NA
"loc2000",-0.2727,NA,NA
"loc2001",0.3913,0.1429,-0.2
"loc2002",-0.0769,NA,NA
"loc2003",0,NA,0
"loc2004",0,NA,0
"loc2005",0,NA,0
"loc2006",NA,NA,-0.0588
"loc2007",0.3913,-0.0909,-0.125
"loc2008",0.1923,0.1429,0.1
"loc2009",-0.0769,0,-0.0588
"loc2010",NA,NA,-0.0588
"loc2011",NA,NA,-0.0588
"loc2012",NA,NA,-0.0588
"loc2013",NA,NA,-0.0588
"loc2014",NA,NA,-0.0588
"loc2015",NA,NA,-0.0588
"loc2016",NA,NA,-0.0588
"loc2017",NA,NA,-0.0588
"loc2018",NA,NA,-0.0588
"loc2019",NA,NA,-0.0588
"loc2020",0,-0.0909,1
"loc2021",0.6316,-0.5,0.64
"loc2022",0.6316,NA,NA
"loc2023",-0.0769,0,-0.0588
"loc2024",0.6316,-0.3333,-0.2
"loc2025",0,0,0
"loc2026",0,0.625,0
"loc2027",0,NA,0
"loc2028",0,NA,0
"loc2029",0,0,NA
"loc2030",0,0,-0.2857
"loc2031",-0.0769,-0.3333,-0.2
"loc2032",NA,NA,-0.0588
"loc2033",0,-0.0909,-0.125
"loc2034",NA,-0.0909,NA
"loc2035",-0.0769,NA,-0.0588
"loc2036",-0.1667,0.1429,-0.2
"loc2037",0,NA,0
"loc2038",-0.1667,-0.2,-0.2
"loc2039",-0.0769,-0.0909,-0.125
"loc2040",-0.0769,NA,0
"loc2041",0.1923,0.75,-0.3696
"loc2042",-0.2727,1,0.1
"loc2043",-0.1667,0.4783,-0.0465
"loc2044",NA,-0.2,-0.125
"loc2045",NA,-0.0909,-0.0588
"loc2046",NA,0.625,NA
"loc2047",0.0667,-0.2,0.0426
"loc2048",NA,0.2174,0
"loc2049",NA,0.2174,0
"loc2050",0.3,-0.0909,0.7568
"loc2051",0,NA,0
"loc2052",0,NA,0.25
"loc2053",NA,-0.0909,NA
"loc2054",-0.0769,-0.0909,-0.2
"loc2055",-0.2727,-0.5,-0.2
"loc2056",-0.2727,-0.5,-0.125
"loc2057",-0.1667,-0.5,-0.125
"loc2058",1,0,0
"loc2059",-0.1667,-0.5,-0.125
"loc2060",-0.1667,-0.3333,-0.0588
"loc2061",0.3913,0,0
"loc2062",NA,NA,-0.0588
"loc2063",0,0,0
"loc2064",NA,NA,-0.125
"loc2065",-0.0769,0,0
"loc2066",NA,0,0
"loc2067",-0.2727,-0.0909,-0.0588
"loc2068",NA,1,0.4194
"loc2069",-0.0769,0.625,NA
"loc2070",0,-0.5,-0.0465
"loc2071",NA,0,0
"loc2072",NA,0,0
"loc2073",-0.0769,NA,-0.0588
"loc2074",-0.0769,NA,-0.125
"loc2075",-0.0769,NA,-0.125
"loc2076",0,NA,0.1
"loc2077",0.3913,0.625,0.64
"loc2078",0,NA,-0.0588
"loc2079",0.5172,0,NA
"loc2080",NA,NA,1
"loc2081",NA,NA,1
"loc2082",-0.1667,-0.0909,-0.2
"loc2083",0.5172,0,0.64
"loc2084",0.3913,-0.3333,-0.0465
"loc2085",-0.0769,0,-0.125
"loc2086",NA,-0.0909,NA
"loc2087",-0.4,0.1429,-0.1489
"loc2088",-0.75,-0.0909,-0.8
"loc2089",-0.75,-0.0909,-0.8
"loc2090",-0.4,0.3684,-0.8
"loc2091",-0.4,-0.2,-0.125
"loc2092",NA,-0.0909,NA
"loc2093",-0.75,-0.0909,-0.8
"loc2094",NA,0,1
"loc2095",0.0667,NA,NA
"loc2096",-0.2069,-0.0909,0.25
"loc2097",NA,-0.0909,-0.6364
"loc2098",NA,-0.0909,-0.6364
"loc2099",NA,-0.0909,-0.3696
"loc2100",-0.2069,NA,NA
"loc2101",-0.0769,NA,0
"loc2102",-0.4,0,0.4194
"loc2103",0,NA,0
"loc2104",0.3913,0,0.64
"loc2105",-0.0769,0.625,-0.2857
"loc2106",-0.2727,-0.2,0.25
"loc2107",-0.2727,0,0.64
"loc2108",0,0,0.25
"loc2109",0,0,0.25
"loc2110",0,0,0.25
"loc2111",0,0,0.25
"loc2112",NA,0.3684,0.25
"loc2113",0,0.1429,-0.125
"loc2114",NA,NA,0.64
"loc2115",-0.0769,-0.0909,0.4194
"loc2116",0,0,1
"loc2117",1,1,1
"loc2118",NA,NA,1
"loc2119",-0.0769,0.2174,0.25
"loc2120",-0.0769,0.4783,0.64
"loc2121",0,0.1429,-0.2
"loc2122",-0.1667,-0.2,-0.0588
"loc2123",0,0.1429,0.4375
"loc2124",0,0,NA
"loc2125",-0.0769,NA,1
"loc2126",-0.1667,-0.0909,0
"loc2127",-0.1667,-0.3333,0.64
"loc2128",-0.0769,NA,NA
"loc2129",NA,-0.0909,0
"loc2130",NA,NA,-0.0588
"loc2131",-0.0769,0,0
"loc2132",0,-0.2,0.25
"loc2133",NA,-0.0909,1
"loc2134",-0.2069,0.3684,0.0426
"loc2135",0,0,NA
"loc2136",0.1923,0.4783,-0.3846
"loc2137",-0.1667,-0.0909,0.64
"loc2138",-0.0769,0.3684,0
"loc2139",0.1923,-0.0909,-0.0588
"loc2140",-0.0769,-0.5,-0.0588
"loc2141",NA,NA,-0.0588
"loc2142",-0.4483,-0.7143,-0.3846
"loc2143",NA,NA,-0.0588
"loc2144",-0.0769,1,0
"loc2145",0.5172,0.3684,-0.0588
"loc2146",-0.2069,-0.3636,0.1
"loc2147",-0.1667,0.7273,0.4194
"loc2148",NA,0.1429,-0.0588
"loc2149",NA,0,-0.0588
"loc2150",0.1923,-0.3333,0.4194
"loc2151",-0.0769,NA,NA
"loc2152",-0.0769,NA,NA
"loc2153",NA,-0.0909,NA
"loc2154",-0.0769,NA,1
"loc2155",-0.0769,NA,0
"loc2156",-0.0769,0.4783,0.1
"loc2157",0,NA,0
"loc2158",-0.0769,NA,-0.0588
"loc2159",-0.1667,0.1429,0.617
"loc2160",-0.0769,NA,NA
"loc2161",0,0,NA
"loc2162",0,NA,0
"loc2163",-0.2727,-0.2,-0.2857
"loc2164",-0.1667,0.1429,0.4194
"loc2165",-0.1667,0.1429,-0.0588
"loc2166",1,NA,1
"loc2167",NA,1,NA
"loc2168",1,1,NA
"loc2169",0,0.625,0.25
"loc2170",-0.0769,0,0
"loc2171",-0.1667,NA,NA
"loc2172",-0.4483,0.4783,0.1
"loc2173",0,NA,0
"loc2174",-0.0769,0.625,-0.125
"loc2175",0,0.7273,NA
"loc2176",NA,-0.0909,NA
"loc2177",NA,1,-0.0588
"loc2178",0.6316,NA,NA
"loc2179",0,-0.0909,-0.2
"loc2180",NA,NA,1
"loc2181",-0.1667,NA,0.561
"loc2182",-0.5556,0.4783,0.25
"loc2183",0.3913,0,0.64
"loc2184",0.3913,0,-0.0588
"loc2185",-0.2727,0.4783,-0.2857
"loc2186",-0.4,0,-0.2
"loc2187",-1,-1,-0.5
"loc2188",-1,-1,-0.5
"loc2189",0,0,0.4194
"loc2190",-0.5556,-0.5,-0.2
"loc2191",0,0,-0.0588
"loc2192",-0.0769,0.4783,-0.0588
"loc2193",NA,NA,1
"loc2194",0,NA,0
"loc2195",0,NA,0
"loc2196",NA,NA,-0.0588
"loc2197",NA,-0.0909,NA
"loc2198",0,0,-0.125
"loc2199",-0.1667,-0.2,0.1
"loc2200",0,-0.0909,0.2174
"loc2201",-0.0769,NA,1
"loc2202",NA,-0.3333,0
"loc2203",NA,-0.2,NA
"loc2204",-0.0769,0,-0.0588
"loc2205",0.1923,0.3684,-0.5
"loc2206",-0.0769,0.3684,0.1
"loc2207",0,0,0.2174
"loc2208",0,NA,-0.125
"loc2209",NA,0.625,NA
"loc2210",-0.5556,-0.2,-0.0588
"loc2211",-0.2727,-0.2,0
"loc2212",0,NA,0
"loc2213",0,NA,0
"loc2214",NA,0,1
"loc2215",NA,NA,-0.125
"loc2216",0,0,0.561
"loc2217",0,0,0.561
"loc2218",-0.1667,-0.0909,0.1
"loc2219",0,-0.0909,0.7568
"loc2220",0,0,0.4194
"loc2221",0,-0.3636,-0.0465
"loc2222",0,-0.0909,0.561
"loc2223",0,NA,0
"loc2224",NA,-0.0909,0
"loc2225",NA,-0.0909,0
"loc2226",0,-0.0909,0.561
"loc2227",NA,-0.2,-0.0588
"loc2228",0,-0.0909,0.561
"loc2229",NA,NA,-0.125
"loc2230",0,-0.5,0.0426
"loc2231",0,-0.0909,0.561
"loc2232",NA,NA,-0.0588
"loc2233",0,-0.0909,0
"loc2234",0.7407,-0.3333,0.1
"loc2235",NA,-0.0909,0
"loc2236",0.1923,0.1429,-0.2
"loc2237",0.1923,0.3684,-0.2
"loc2238",-0.0769,0,-0.0588
"loc2239",0,0,NA
"loc2240",-0.0769,0,0
"loc2241",NA,0.3684,0
"loc2242",0,NA,0.64
"loc2243",NA,0,0
"loc2244",-0.2069,0.4783,0.64
"loc2245",-0.2727,0.4783,-0.2
"loc2246",-0.0769,-0.0909,NA
"loc2247",0,0,0
"loc2248",-0.5556,0.1429,0.25
"loc2249",0.0667,-0.2,0.25
"loc2250",NA,NA,0.64
"loc2251",0,0.3684,0.561
"loc2252",-0.0769,0.7273,-0.0588
"loc2253",-0.0769,1,-0.125
"loc2254",-1,-0.7143,-0.5652
"loc2255",-0.4,-0.5,-0.2
"loc2256",0.5172,0.1429,0.4194
"loc2257",0.3,-0.3333,0.4194
"loc2258",0,0.625,0
"loc2259",-0.1667,0,-0.0588
"loc2260",NA,0.625,-0.0588
"loc2261",1,1,-0.0588
"loc2262",-0.0769,NA,NA
"loc2263",NA,-0.0909,0
"loc2264",0,0,0
"loc2265",NA,0.625,NA
"loc2266",0,-0.0909,-0.2
"loc2267",0,-0.0909,0
"loc2268",-0.0769,NA,NA
"loc2269",-0.0769,NA,NA
"loc2270",0.6316,NA,0.64
"loc2271",1,0,NA
"loc2272",-0.1667,0.625,-0.2857
"loc2273",-0.0769,NA,-0.125
"loc2274",0,0.625,NA
"loc2275",0,0,-0.0465
"loc2276",-0.1667,0.3684,-0.1489
"loc2277",-0.0769,0.3684,-0.1489
"loc2278",-0.1667,0.3684,-0.1489
"loc2279",-0.0769,NA,NA
"loc2280",0,NA,0
"loc2281",0,NA,-0.0588
"loc2282",-1,-1,-0.8
"loc2283",-0.4,-0.2,-0.125
"loc2284",0,NA,-0.0588
"loc2285",-0.0769,0,0
"loc2286",-0.2727,-0.2,-0.0588
"loc2287",-0.2727,0,-0.0588
"loc2288",0,0.4783,0.6327
"loc2289",-0.0769,-0.5,-0.2
"loc2290",0,-0.5,-0.125
"loc2291",-0.0769,-1,-0.2
"loc2292",-0.75,-0.5,-0.8
"loc2293",-0.0769,-1,0.25
"loc2294",-0.0769,-1,-0.2
"loc2295",-0.75,-1,-0.8
"loc2296",-0.75,-0.0909,-0.5
"loc2297",-0.5556,-0.3333,-0.5
"loc2298",-0.5556,-0.3333,-0.5
"loc2299",-0.2727,-0.0909,-0.0465
"loc2300",-0.0769,-0.3636,0.25
"loc2301",-0.0769,-0.7143,-0.2
"loc2302",0,-0.5,-0.2
"loc2303",-0.0769,-0.7143,-0.2
"loc2304",-0.0769,-0.7143,-0.2
"loc2305",-0.5556,-0.2,-0.5
"loc2306",0,-0.5,-0.0588
"loc2307",0,-0.5,-0.0588
"loc2308",-0.0769,-0.7143,-0.2
"loc2309",-0.0769,-0.7143,-0.2
"loc2310",-0.2727,-0.0909,1
"loc2311",-0.2727,-0.0909,1
"loc2312",-0.2727,-0.0909,1
"loc2313",-0.2727,-0.0909,1
"loc2314",0,0,0
"loc2315",NA,0.625,-0.0588
"loc2316",0,-0.0909,-0.125
"loc2317",0.3913,-0.0909,-0.0465
"loc2318",-0.2727,0.3684,0
"loc2319",NA,0,0
"loc2320",0,NA,0
"loc2321",NA,0,1
"loc2322",NA,0.625,-0.125
"loc2323",NA,0,0
"loc2324",0.7407,0.3684,-0.2857
